GHGRP ID No. / No d'identification du PDGES,reference_year,facility_name,facility_location,municipality,province,postal_code,Latitude,Longitude,NAICS_code_description,company_legal_name,company_trade_name,total_emissions_tonnes_CO2e
G12170,2019,Labatt Brewing Company Ltd,150 Simcoe Street,London,Ontario,N6A 4M3,42.9764,-81.2477,Breweries,Labatt Brewing Company Ltd,,29335.0464
G12171,2019,BLACKSTONE 9-23-44-16W5 DEHY CS,,Nordegg,Alberta,,52.80857,-116.20441,Oil and gas extraction (except oil sands),Canlin Energy Corporation,,29303.9688
G12172,2019,SRL NIG CREEK C-039-D/094-H-03,,NA,British Columbia,,57.11686,-121.72802,Oil and gas extraction (except oil sands),Storm Resources Ltd,,28936.77868
G12173,2019,SRL NIG CREEK D-039-D,,NA,British Columbia,,57.03125,-121.47812,Oil and gas extraction (except oil sands),Storm Resources Ltd,,28499.67133
G12174,2019,"Kraft Nordic, s.e.c. - Usine de pâtes kraft de Lebel-sur-Quévillon",30 du Moulin Road,Lebel-sur-Quévillon,Quebec,J0Y 1X0,49.02516,-76.9549,Chemical Pulp Mills,"Kraft Nordic, s.e.c.","Nordic Kraft, L.P.",27776
G12175,2019,Glenrose Energy Centre,10230 111 Avenue Northwest,Edmonton,Alberta,T5G 0B7,53.55934,-113.49596,General (except Paediatric) Hospitals,Alberta  Health Services,,25992.02
G12176,2019,Plant #2,690 South Service Road,Stoney Creek,Ontario,L8E 3J4,43.2267,-79.69416,All Other Miscellaneous Chemical Product Manufacturing,Bartek Ingredients Inc.,,25405.2376
G12177,2019,Plato Oil MWB 01-33,,N/A,Saskatchewan,,51.17075,-108.44886,Oil and gas extraction (except oil sands),Crescent Point Energy Corp.,,25168.412
G12178,2019,EDAM BT 10-05-049-19W3,,SASKATOON,Saskatchewan,,53.19889,-108.74111,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,24753.67027
G12179,2019,7G 16-16-064-04W6,304 10920 84 Avenue,Grande Prairie,Alberta,T8V 6H2,54.5153,-118.5837,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,24651.9
G12180,2019,01-20-060-17 W5M,,Whitecourt,Alberta,,54.19775,-116.50466,Oil and gas extraction (except oil sands),Tangle Creek Energy Ltd.,,24160.59
G12181,2019,Rmp Kaybob 10-22 Compressor,,Whitecourt,Alberta,,54.20495,-116.76082,Oil and gas extraction (except oil sands),Tangle Creek Energy Ltd.,,23109.422
G12182,2019,Tonolli Canada,1333 Tonolli Road,Mississauga,Ontario,L4Y 4C2,43.6022,-79.5811,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",Terrapure BR Ltd.,,24372.281
G12183,2019,Cervini Farms (1993) Inc. - C5,731 County Road 14,Staples,Ontario,N0P 2J0,42.13948,-82.59002,Other Food Crops Grown Under Cover,Cervini Farms (1993) Inc.,,22535.16
G12184,2019,Projet Windfall,km 115 route 6000 Route,Lebel-sur-Quévillon,Quebec,J0Y 1X0,49.07366,-75.6518,Other Support Activities for Mining,Osisko Mining inc,Osisko Mining inc,22193.714
G12185,2019,Sappi Matane,400 du port,Matane,Quebec,G4W 3P6,48.4954,-67.3323,Mechanical Pulp Mills,Entreprises Sappi Canada Inc.,,22171.349
G12186,2019,Aitken Creek Sour Gas Plant c-046-C,,n/a,British Columbia,,57.03949,-121.82333,Oil and gas extraction (except oil sands),Black Swan Energy,,21977.622
G12187,2019,PRIMEWEST LONE PINE CREEK,,N/A,Alberta,,51.6142,-113.8463,Oil and gas extraction (except oil sands),Taqa North Ltd.,,21377.21
G12188,2019,Lieu enfouissement technique,5101 chemin de la Scierie Road,Ragueneau,Quebec,G0H 1S0,49.16077,-68.48379,Waste Treatment and Disposal,Régie de gestion des matières résiduelles,,21026.334
G12189,2019,Whiteside 04-07-030-26W3 (102/04-12) SWB,,Kindersley,Saskatchewan,,51.54944,-109.65741,Oil and gas extraction (except oil sands),Whitecap Resources Inc.,,21013.276
G12190,2019,Parkland Power Plant 06-11,,PARKLAND,Alberta,,50.24079,-113.61008,Electric Bulk Power Transmission and Control,Campus Energy Partners Operations Inc.,Campus Energy,20012.065
G12191,2019,Gold Creek Compressor Stn 12-02,,Grand Prairie,Alberta,A1A 1A1,54.85967,-118.811,Oil and gas extraction (except oil sands),Keyera Corp,Keyera Corp,19683.136
G12192,2019,Whiteside 04-12-030-27W3 (101/13-12) SWB,,Kindersley,Saskatchewan,,51.54945,-109.68085,Oil and gas extraction (except oil sands),Whitecap Resources Inc.,,19287.42
G12193,2019,Blackrod SAGD Pilot 02-36-076-18W4,,Wandering River,Alberta,,55.62258,-112.65492,Oil and gas extraction (except oil sands),IPC Canada Ltd.,,19838.054
G12195,2019,Wapiti 13-15-067-08W6M MWB,200 110 8 Avenue Southwest,WAPITI,Alberta,T3P1B3,54.80565,-119.14339,Oil and gas extraction (except oil sands),Modern Resources Inc.,,18446.92972
G12196,2019,Gold Creek Oil MWB 06-35-068-03W6,,N/A,Alberta,,54.92877,-118.34686,Oil and gas extraction (except oil sands),Velvet Energy Ltd.,,18332.707
G12197,2019,Toronto Site,123 Garratt Boulevard,Toronto,Ontario,M3K 1Y5,43.7353,-79.4728,Aerospace Product and Parts Manufacturing,Bombardier Inc.,,14295.04
G12198,2019,Prince Rupert Generating Station (RPG),1 1 Highway,Prince Rupert,British Columbia,V8J 1L7,54.256,-130.2275,Fossil-Fuel Electric Power Generation,British Columbia Hydro and Power Authority,BC Hydro,16504.89753
G12199,2019,TWO CREEKS 16-29 OIL BT,,Greenview,Alberta,,54.5725,-116.37363,Oil and gas extraction (except oil sands),Murphy Oil Company Ltd,,15906.3655
G12200,2019,Chosen Fresh Farms Ltd.,616 Mersea Road 7 Road,Leamington,Ontario,N8H 3V8,42.12631,-82.59431,Other Food Crops Grown Under Cover,Chosen Fresh Farms Ltd.,,15703.783
G12201,2019,GP 05-35-048-04W5 (ABGP0001088),,Drayton Valley,Alberta,,53.1833,-114.486,Oil and gas extraction (except oil sands),Bonterra Energy Corp.,,15700.1714
G12202,2019,RSI Environnement - Centre de décontamination et de recyclage des sols,80 Des mélèzes Street North,Saint-Ambroise,Quebec,G7P 2N4,48.54153,-71.2916,Remediation Services,8439117 Canada Inc. / RSI Environmental,RSI Environmental,15546.191
G12203,2019,Pbn 15-10-049-12w5 Mwob,N/A,Brazeau,Alberta,,53.21962,-115.66853,Oil and gas extraction (except oil sands),Ridgeback Resources Inc.,,15461.66756
G12204,2019,Grantech,1916 Route Marie Victorin Route,Contrecoeur,Quebec,J0L 1C0,45.82662,-73.27217,All Other Miscellaneous Manufacturing,Grantech,,15341.839
G12205,2019,WESTHAZEL BT 16-31-050-22W3,,SASKATOON,Saskatchewan,,53.36365,-109.20233,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,15273.34592
G12206,2019,Leland Comp Stn 14-34-058-26-W5,,Hinton,Alberta,,54.0629,-117.7826,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,15279.1772
G12207,2019,Pipestone Liquids Hub 04-07-073-08W6,,n/a,Alberta,,55.30328,-119.22614,Oil and gas extraction (except oil sands),Ovintiv Canada ULC,Ovintiv Canada ULC,14938.47
G12208,2019,Aphria Inc.,265 Talbot Street West,Leamington,Ontario,N8H 4H3,42.04758,-82.62307,Other Food Crops Grown Under Cover,Aphria Inc.,Aphria,16129.75
G12209,2019,Makepeace Oil MWB 13-11-022-17W4,,MAKEPEACE,Alberta,,50.86195,-112.26252,Oil and gas extraction (except oil sands),Torxen Energy Ltd.,,14658.756
G12210,2019,TORC Weirhill Oil MWB 11-28-005-06W2,,N/A,Saskatchewan,,49.41553,-102.76052,Oil and gas extraction (except oil sands),TORC Oil & Gas Ltd.,,14525.244
G12211,2019,Karr 1-7-66-3W6 Oil Battery,,Karr,Alberta,,54.69257,-118.43036,Oil and gas extraction (except oil sands),Mancal Energy Inc.,,14434.4412
G12212,2019,Wainwright North Gas Plant 16-15-046-06W4,,PARADISE VALLEY,Alberta,T0B3R0,52.97234,-110.78095,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,14268.98857
G12213,2019,Zama Field Compressor 10-14,,ZAMA CITY,Alberta,,59.1651,-118.7258,Oil and gas extraction (except oil sands),Paramount Resources Ltd.,,14241.709
G12214,2019,SCEPTRE PEMBINA 8-35,N/A,Brazeau,Alberta,,53.1833,-115.49184,Oil and gas extraction (except oil sands),Ridgeback Resources Inc.,,14154.06598
G12215,2019,Willesden Green 08-10,,Clearwater County,Alberta,,52.7766,-115.2126,Oil and gas extraction (except oil sands),Westbrick Energy Ltd.,,14125.57522
G12216,2019,CARBON 4-22-029-21W4 CBM BATTERY,,Kneehill County,Alberta,,51.49047,-112.88507,Oil and gas extraction (except oil sands),Taqa North Ltd.,,14110.33
G12217,2019,Pinnacle Acres,333 County Road 18 Road,Leamington,Ontario,N8H 3V5,42.07436,-82.62133,Other Food Crops Grown Under Cover,1287755 Ontario Inc,Pinnacle Acres,14100.746
G12218,2019,Crew Edson 16-10-052-15 W5,N/A,na,Alberta,,53.48083,-116.1177,Oil and gas extraction (except oil sands),Perpetual Energy Inc.,,14010.8097
G12219,2019,H&A Graham #3,2340 Graham Side Road,Kingsville,Ontario,N9Y 2E5,42.08239,-82.74042,Other Food Crops Grown Under Cover,H & A Mastronardi Farms Ltd,,13985.14
G12220,2019,GP 10-15-047-07W5 (ABGP0001159),,Drayton Valley,Alberta,,53.0561,-114.9374,Oil and gas extraction (except oil sands),Bonterra Energy Corp.,,13973.3348
G12221,2019,SC East Landfill,,Swift Currect,Saskatchewan,,50.30842,-107.75457,Waste Treatment and Disposal,City of Swift Current,,13913.46
G12222,2019,Success 11-17-016-16W3 GGS,,Swift Current,Saskatchewan,,50.3484,-108.17304,Oil and gas extraction (except oil sands),Whitecap Resources Inc.,,13732.781
G12223,2019,HUSKY 06-20-49-18W5 GAS BATTERY,,Edson,Alberta,,53.24139,-116.60069,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,13510.20414
G12224,2019,TORC Torquay Oil MWB 14-09-002-11W2,,N/A,Saskatchewan,,49.11387,-103.42302,Oil and gas extraction (except oil sands),TORC Oil & Gas Ltd.,,13463.934
G12225,2019,Septimus Comp Stn 14-16,,SEPTIMUS,British Columbia,,56.02707,-120.75698,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,13278.147
G12226,2019,WAINWRIGHT 02-17-046-06W4,,M.D. of Wainwright,Alberta,,52.96143,-110.83526,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,13263.65513
G12227,2019,Alameda 09-08-004-03 W2M,,ALAMEDA,Saskatchewan,,49.28448,-102.3682,Oil and gas extraction (except oil sands),Vermilion Energy Inc.,,13092.118
G12228,2019,West Pembina 15-06-050-11W5 BTY,,Cynthia,Alberta,,53.29231,-115.59453,Oil and gas extraction (except oil sands),Whitecap Resources Inc.,,13045.506
G12229,2019,Daly Unit No. 3 Battery,,Virden,Manitoba,,49.81484,-101.17633,Oil and gas extraction (except oil sands),Corex Resources Ltd.,,12950
G12230,2019,ABBT0113985,,N/A,Alberta,,52.68134,-110.16979,Oil and gas extraction (except oil sands),Repsol Oil & Gas Canada Inc.,Repsol S.A.,12828.774
G12231,2019,Gordondale Comp Stn 16-10,,N/A,Alberta,,54.4515,-111.0929,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,12765.813
G12232,2019,TEINE Plato 13-18-26-18W3,,Snipe Lake,Saskatchewan,,51.22548,-108.51265,Oil and gas extraction (except oil sands),Teine Energy Ltd.,,12702.7377
G12233,2019,Pembina Oil Battery 16-34-048-09W5,,n/a,Alberta,,53.19053,-115.22372,Oil and gas extraction (except oil sands),Baytex Energy Ltd,,12631.412
G12234,2019,TEINE Whiteside 14-24-29-25W3,,KINDERSLEY,Saskatchewan,,51.50208,-109.39381,Oil and gas extraction (except oil sands),Teine Energy Ltd.,,12536.4792
G12235,2019,Mikwan Gas Plant,,Township 037,Alberta,,52.1809,-113.0832,Oil and gas extraction (except oil sands),Vermilion Energy Inc.,,12515.363
G12236,2019,Karr Oil SWB 06-10-064-02W6,,N/A,Alberta,,54.52153,-118.21755,Oil and gas extraction (except oil sands),Velvet Energy Ltd.,,12475.401
G12237,2019,Harmattan Eagle Hill Battery,,n/a,Alberta,,51.87525,-114.48315,Oil and gas extraction (except oil sands),AltaGas Ltd.,,12378.858
G12238,2019,Bilbo Comp Stn 04-32-065-07W6,,n/a,Alberta,,54.66347,-119.02905,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,12329.486
G12239,2019,KAYBOB NORTH 16-25-065-20W5,,Greenview,Alberta,,54.65981,-116.87779,Oil and gas extraction (except oil sands),Murphy Oil Company Ltd,,12325.9049
G12240,2019,STEELMAN UNIT #6  9-28 BA,,N/A,Saskatchewan,,49.2409,-102.4797,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,12318.715
G12241,2019,Pinto 14-26-002-04 W2M,,0,Alberta,,49.15737,-110.44304,Oil and gas extraction (except oil sands),Vermilion Energy Inc.,,12300.635
G12242,2019,Hacienda North Farms,2961 Talbot Trail,Wheatley,Ontario,N0P 2P0,42.14896,-82.33063,Other Food Crops Grown Under Cover,Hacienda North Farms Inc.,,12104.983
G12243,2019,Shell Panther Battery,,BIGHORN,Alberta,,51.5709,-114.85323,Oil and gas extraction (except oil sands),Canlin Energy Corporation,,12055.2692
G12244,2019,Meota East 02-16-46-16W3M,,Meota,Saskatchewan,,52.96033,-108.26257,Oil and gas extraction (except oil sands),Serafina Energy Ltd.,,12037.4027
G12245,2019,CS 09-02-048-06W5 (ABCS0136852),901 1015 4 Street Southwest,Calgary,Alberta,T2R 1J4,53.11427,-114.76054,Oil and gas extraction (except oil sands),Bonterra Energy Corp.,,11852.54
G12246,2019,7G 06-18-063-04W6,,KAKWA,Alberta,,54.44892,-118.59493,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,11744.9
G12247,2019,Sandhills (Ald East) Comp Stn 13-03-016-13W4,,SANDHILLS,Alberta,,50.32278,-111.72022,Oil and gas extraction (except oil sands),Torxen Energy Ltd.,,11679.255
G12249,2019,Success 12-07-015-15W3 BTY,,SWIFT CURRENT,Saskatchewan,,50.24618,-108.06401,Oil and gas extraction (except oil sands),Whitecap Resources Inc.,,11617.702
G12250,2019,Three Hills Creek Comp Station 03-30,,N/A,Alberta,,52.0282,-113.5727,Oil and gas extraction (except oil sands),Pine Cliff Energy Ltd.,,11590.54207
G12251,2019,ARCHER MANNVILLE-MINBURN,,NA,Alberta,,53.3378,-111.2439,Oil and gas extraction (except oil sands),Perpetual Energy Inc.,,11458.1168
G12252,2019,Lougheed 11-12-006-15 W2M,,Lougheed,Saskatchewan,,49.45907,-103.90382,Oil and gas extraction (except oil sands),Vermilion Energy Inc.,,11409.865
G12253,2019,PPY Daiber d-044-C/094-B-16,,Daiber,British Columbia,,56.78958,-122.29062,Oil and gas extraction (except oil sands),Painted Pony Energy Ltd.,,11405.286
G12254,2019,Dodsland 07-36-030-21W3 BTY,,KINDERSLEY,Saskatchewan,,51.6109,-108.8253,Oil and gas extraction (except oil sands),Whitecap Resources Inc.,,11369.602
G12255,2019,Ontario Plants Propagation Limited,38024 John Wise Line,St. Thomas,Ontario,N5P 3T2,42.78612,-81.30084,Other Food Crops Grown Under Cover,Ontario Plants Propagation Limited,,11320.31
G12256,2019,BIG GULLY BT 16-12-050-26W3,,SASKATOON,Saskatchewan,,53.30513,-109.6654,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,11271.64702
G12257,2019,NAL 09-22-031-19W3,,KINDERSLEY,Saskatchewan,,51.67223,-108.60608,Oil and gas extraction (except oil sands),NAL Resources Management,,11226.032
G12258,2019,Ferrier Oil Battery 10-36-038-08W5,,n/a,Alberta,,52.31361,-115.01017,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,11171.77
G12259,2019,Valhalla Comp Stn 13-16,,Valhalla,Alberta,,55.50323,-119.49652,Oil and gas extraction (except oil sands),Advantage Oil & Gas Ltd.,,11160.592
G12260,2019,Harmon Valley SAGD South Pilot 07-06,,n/a,Alberta,,56.16493,-116.67326,Oil and gas extraction (except oil sands),Obsidian Energy Ltd.,,11147.403
G12261,2019,Credit Valley Hospital,2200 Eglington Avenue West,Mississauga,Ontario,L5M 2N1,43.55953,-79.7033,General (except Paediatric) Hospitals,Trillium Health Partners,,11145.1088
G12262,2019,Medicine Hat  01-16-013-29 W3,,Medicine Hat,Saskatchewan,,50.07891,-109.89878,Oil and gas extraction (except oil sands),Pine Cliff Energy Ltd.,,11129.14415
G12263,2019,Sawn Lake Battery 12-29-091-12W5,,n/a,Alberta,,56.925,-115.9026,Oil and gas extraction (except oil sands),Surge Energy Inc.,Surge Energy Inc.,11080.083
G12264,2019,7G 10-16-062-04W6,43 Highway,Kakwa,Alberta,T8V 6J3,54.36602,-118.5348,Oil and gas extraction (except oil sands),Seven Generations Energy Ltd.,,11078
G12265,2019,Woodward Avenue Wastewater Treatment Plant,700 Woodward Avenue North,Hamilton,Ontario,L8H 6P4,43.25335,-79.77394,Sewage Treatment Facilities,City of Hamilton,City of Hamilton,11061.76944
G12266,2019,CELTIC BT 05-16-052-23W3,,SASKATOON,Saskatchewan,,53.48698,-109.35053,Oil and gas extraction (except oil sands),Husky Oil Operations Limited,Husky Oil Operations Limited,11061.19854
G12267,2019,Ferrier Gas Battery 10-19-044-10W5,520 3rd,Calgary,Alberta,T2P 0R3,52.80878,-115.43722,Oil and gas extraction (except oil sands),Baytex Energy Ltd,,11034.381
G12268,2019,RBR KAYB 15-30-063-18W5 MWOB,,County of Greenview No. 16,Alberta,,54.48535,-116.70946,Oil and gas extraction (except oil sands),Ridgeback Resources Inc.,,10991.75875
G12269,2019,Oldman 10-24,3700 250 6th Avenue Southwest,CALGARY,Alberta,T2P3H7,53.8556,-116.98348,Oil and gas extraction (except oil sands),Tourmaline Oil Corp,,11154.45
G12270,2019,Attachie Compressor Station 04-20,,n/a,British Columbia,,56.29193,-121.75716,Oil and gas extraction (except oil sands),ARC Resources,ARC,10789.821
G12271,2019,Gilby Sweet Comp Stn 04-19,,Gilby,Alberta,,52.62688,-114.43076,Oil and gas extraction (except oil sands),Tidewater Midstream and Infrastructure Ltd.,,10780.4627
G12272,2019,Cypress Farrow 6-31-20-24W4,20525 Range Road 250,MOSSLEIGH,Alberta,T0L1P0,50.73675,-113.32306,Oil and gas extraction (except oil sands),Taqa North Ltd.,,10776.8
G12273,2019,Daly Unit No. 1 Battery,,Virden,Manitoba,,49.80735,-101.2331,Oil and gas extraction (except oil sands),Corex Resources Ltd.,,10743
G12274,2019,CanEra Midale 16-23-006-11W2M,,N/A,Saskatchewan,,49.4918,-103.3771,Oil and gas extraction (except oil sands),Crescent Point Energy Corp.,,10667.818
G12275,2019,Calpine Canada Resources Company CS 01-30,,N/A,Alberta,,50.80702,-111.5079,Oil and gas extraction (except oil sands),Taqa North Ltd.,,10561.39
G12276,2019,HANLAN SOUR INLET,,Robb,Alberta,,53.20485,-116.81346,Oil and gas extraction (except oil sands),Canlin Energy Corporation,,10547.6876
G12277,2019,Vesta Sylvan Lake 06-20-037-01W5 Gas Plant,,NA,Alberta,,52.195,-114.11,Oil and gas extraction (except oil sands),Vesta Energy Ltd.,,10539.577
G12278,2019,Gold Creek Oil MWB 04-01-069-03W6,,N/A,Alberta,,54.93963,-118.3278,Oil and gas extraction (except oil sands),Velvet Energy Ltd.,,10516.612
G12279,2019,FAIRBORNE HZ PINE CK 16-3-56-19,,YELLOWHEAD,Alberta,,53.56478,-116.7192,Oil and gas extraction (except oil sands),Bonavista Energy Corporation,Bonavista Energy Corporation,10485.4251
G12280,2019,SRL BUICKCREEK D-36-L/094-A-14 003,,NA,British Columbia,,56.94792,-121.44062,Oil and gas extraction (except oil sands),Storm Resources Ltd,,10413.08932
G12281,2019,July Lake Comp Stn A-071-G,,n/a,British Columbia,,59.6442,-120.6292,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,10402.457
G12282,2019,05-22 Pouce Coupe Compressor Station,,Spirit River,Alberta,T0H 3G0,55.94588,-119.80008,Oil and gas extraction (except oil sands),NorthRiver Midstream Inc.,,10380.73952
G12283,2019,WestWard Ho 01-24,600 550 6 Avenue Southwest,CALGARY,Alberta,T2P0S2,51.84045,-114.57157,Oil and gas extraction (except oil sands),NAL Resources Management,,10327.781
G12284,2019,BEARBERRY 07-09 GGS,,N/A,Alberta,,51.81494,-114.932,Oil and gas extraction (except oil sands),Taqa North Ltd.,,10298.36
G12285,2019,Torquay Oil SWB 02-17,,N/A,Saskatchewan,,49.11767,-103.43976,Oil and gas extraction (except oil sands),Crescent Point Energy Corp.,,10205.856
G12286,2019,Ojay Comp Stn A-011-L,0,N/A,British Columbia,,54.677,-120.378,Oil and gas extraction (except oil sands),Canadian Natural Resources Limited,Canadian Natural Resources Limited,10187.991
G12287,2019,Apotex Inc. 150 Signet Drive,150 Signet Drive,Toronto,Ontario,M9L 1T9,43.7639,-79.5408,Pharmaceutical and Medicine Manufacturing,Apotex Inc.,,10171.1373
